Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,total_score
1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,35,0,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,200.27333333333337
1,8,6,10,1,1,1,1,3,5,3,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout,125.47999999999999
1,12,1,12,1,12,1,22,27,10,7,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout,225.58
4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,37,0,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,215.03333333333333
1,12,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,202.91999999999996
1,4,1,6,1,3,1,13,15,5,12,1,0,0,1,0,0,32,0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,160.94000000000003
2,12,1,3,0,1,1,22,27,7,9,0,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled,216.93166666666664
1,12,1,6,1,1,1,22,14,29,35,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,202.81
1,1,1,10,1,1,1,13,27,1,1,1,0,0,1,0,0,19,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,115.51999999999998
1,1,5,9,1,1,1,22,28,8,8,1,0,0,1,0,0,18,0,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled,170.01999999999998
1,1,1,16,1,1,1,13,28,10,10,0,0,0,1,0,1,19,0,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,Graduate,188.97571428571428
2,4,1,14,1,3,1,22,27,8,8,0,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,Graduate,233.1011111111111
2,12,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,31,0,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout,194.01999999999998
1,12,1,12,1,1,1,3,1,3,6,1,0,0,1,0,0,34,0,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled,167.3514285714286
1,1,3,2,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate,165.39333333333335
1,12,1,12,1,12,1,23,28,10,10,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout,216.14
1,15,1,17,0,14,1,22,27,7,7,0,0,0,1,0,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled,220.9085714285714
1,1,1,15,1,1,1,13,28,5,11,1,0,0,1,0,0,18,0,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled,170.43666666666664
4,12,1,3,0,12,1,22,27,12,8,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout,197.88
1,1,3,15,1,1,1,13,14,6,6,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate,160.09
1,1,1,10,1,1,1,22,14,10,5,1,0,0,1,0,1,19,0,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,170.8657142857143
2,12,1,10,1,12,1,22,27,10,10,1,0,0,1,0,0,31,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,178.48
1,4,1,6,1,3,1,1,14,10,11,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,114.24
1,7,1,13,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate,204.05071428571426
1,8,2,11,1,1,1,22,27,8,8,1,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,185.5533333333333
1,1,1,9,1,1,1,3,14,4,4,0,0,1,1,1,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate,147.01333333333335
1,8,2,15,1,1,1,3,5,1,3,1,0,0,0,1,1,22,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,100.51999999999998
2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,210.42
1,12,1,9,1,1,1,22,3,10,3,0,0,0,1,1,0,61,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,151.24
1,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,200.11999999999998
2,12,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,45,0,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout,194.69
1,15,1,4,1,14,1,1,14,5,9,0,0,0,1,1,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,165.9280952380952
1,9,5,12,1,1,1,13,1,2,11,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,97.48
1,13,1,7,1,1,1,3,1,3,10,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout,166.76999999999998
1,8,4,14,1,1,1,1,1,5,12,1,0,0,1,1,0,19,0,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,130.85333333333332
1,8,1,15,1,1,1,13,27,10,10,0,0,0,1,1,1,19,0,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,Graduate,186.24666666666667
1,1,3,15,1,1,1,23,1,10,5,1,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate,160.19
1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,Graduate,138.4466666666667
1,1,3,14,1,1,1,11,9,1,1,1,0,0,0,1,0,19,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout,93.51999999999998
1,12,1,14,1,1,1,19,24,1,1,1,0,0,0,1,0,28,0,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout,170.68666666666664
1,14,1,9,1,1,1,22,27,10,10,0,0,0,1,1,0,24,0,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,Graduate,264.58952380952377
1,1,1,8,1,1,1,3,1,3,5,0,0,0,1,1,0,18,0,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,113.38666666666666
1,1,2,7,1,1,1,23,28,6,6,0,0,0,1,1,0,18,0,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled,165.68666666666667
1,1,1,15,1,1,1,1,3,4,8,1,0,0,1,1,1,18,0,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduate,137.55666666666667
1,15,1,4,1,14,1,4,1,3,9,0,0,0,1,1,0,21,0,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,156.61
2,12,1,17,0,1,1,13,27,10,6,0,0,0,0,1,0,28,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,154.69
1,12,1,4,1,9,1,22,14,10,11,0,0,0,1,1,0,58,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,187.39
2,12,1,17,0,1,1,19,24,1,1,1,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,160.51999999999998
1,12,1,7,1,1,1,1,28,4,6,0,0,0,1,1,0,24,0,0,5,6,3,10.666666666666666,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled,154.4066666666667
1,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate,172.01999999999998
4,13,1,9,1,1,1,22,28,8,4,1,0,0,1,1,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,169.51999999999998
2,12,2,7,1,12,1,22,27,8,8,0,0,0,0,1,0,33,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,167.48
2,14,1,16,1,1,1,22,27,8,8,0,0,0,1,1,0,40,0,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate,208.89
2,12,1,17,0,1,1,22,14,10,4,0,0,0,1,1,0,48,0,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate,209.9907142857143
1,8,3,7,1,1,1,1,14,10,4,1,0,1,0,1,0,18,0,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled,142.14333333333335
1,12,1,12,1,12,1,23,28,10,9,1,0,0,1,1,0,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,Graduate,214.8533333333333
2,1,1,6,1,1,1,13,14,30,29,0,0,0,1,1,1,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate,196.99000000000004
1,12,1,17,0,12,1,13,27,8,6,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout,212.20666666666668
1,9,1,4,1,1,1,1,28,10,7,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate,200.39000000000001
1,13,1,7,1,6,1,20,25,7,7,1,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,196.26999999999998
2,12,1,17,0,1,1,13,14,5,5,0,0,0,1,1,1,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,185.21
1,1,1,15,1,1,1,1,28,5,6,0,0,0,1,1,0,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,156.2
2,12,1,17,0,1,1,23,28,10,4,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,209.97333333333333
1,1,1,9,1,1,1,1,1,3,11,0,0,0,1,1,0,19,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout,117.51999999999998
1,1,1,12,1,1,1,13,14,4,4,0,0,0,1,1,0,19,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate,162.12857142857143
1,4,1,4,1,4,1,1,1,5,7,0,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate,156.25500000000002
1,8,1,5,1,1,1,1,1,6,1,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout,100.31999999999998
1,1,1,10,1,1,1,2,2,4,5,1,0,0,1,1,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout,126.71999999999998
1,8,2,6,1,1,1,13,28,10,2,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout,183.69
1,8,1,12,1,1,1,1,3,10,3,1,0,0,1,0,0,18,0,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate,156.63584415584418
1,1,1,8,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate,126.49000000000001
1,1,1,15,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout,128.14857142857142
1,15,2,10,1,14,1,3,14,5,10,1,0,0,1,0,0,19,0,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,180.35666666666665
2,4,1,10,1,3,1,22,27,29,43,0,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate,261.8
1,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,33,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate,201.2
1,1,3,12,1,1,1,3,1,19,26,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled,177.70000000000002
1,15,1,6,1,14,3,13,1,7,5,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled,180.99
1,8,1,11,1,1,1,1,14,4,4,1,0,0,1,0,0,19,0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate,146.78666666666666
1,1,3,5,1,1,1,19,24,1,1,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout,150.01999999999998
1,8,3,5,1,1,1,23,1,6,6,0,1,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,102.24
1,1,5,14,1,1,1,13,28,10,10,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,129.81
1,1,1,2,1,1,1,3,4,3,6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,57.720000000000006
1,8,2,9,1,1,1,13,14,8,8,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate,155.89
1,8,2,10,1,1,1,1,3,4,5,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout,141.64857142857144
1,8,1,6,1,1,1,3,14,6,6,1,0,0,1,0,0,18,0,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate,141.36666666666667
1,8,6,12,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate,208.15714285714284
1,17,1,10,1,16,1,22,27,10,11,1,0,0,1,0,0,21,0,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,Graduate,243.81
1,1,1,12,1,1,1,13,27,6,6,0,0,0,1,0,1,18,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,179.55714285714285
1,8,3,14,1,1,1,1,28,4,4,1,0,0,1,0,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate,166.30928571428572
1,1,2,12,1,1,1,13,14,10,11,1,0,0,1,0,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,Graduate,178.56133333333332
1,8,1,12,1,1,1,13,1,5,4,1,0,0,1,0,0,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate,156.59750000000003
1,8,1,9,1,1,1,1,28,5,6,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate,156.29999999999998
1,1,2,15,1,1,1,13,1,5,6,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,92.71999999999998
1,9,2,9,1,1,1,22,28,29,28,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate,223.21
1,8,1,11,1,1,1,13,14,10,9,1,0,0,1,0,0,20,0,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,167.35666666666665
1,8,1,9,1,1,1,22,1,10,10,1,0,1,1,0,1,19,0,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,136.72
1,16,1,5,1,1,1,3,1,4,6,0,0,0,1,0,1,19,0,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,Graduate,176.8109090909091
1,8,4,14,1,1,1,13,27,10,13,1,1,1,0,0,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,159.7
1,8,3,15,1,1,1,1,1,5,10,1,0,1,1,0,1,19,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,145.35904761904763
1,1,2,12,1,1,1,1,28,5,8,1,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate,163.44249999999997
1,15,1,9,1,14,1,13,1,5,10,1,0,0,1,0,0,21,0,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate,174.25333333333333
1,14,2,12,1,1,1,26,3,3,3,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate,178.30000000000004
1,8,1,5,1,1,1,23,28,10,10,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate,188.72
1,9,2,16,1,1,1,23,28,29,36,1,0,0,1,0,0,19,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,Graduate,250.81
1,8,3,6,1,1,1,1,14,5,12,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout,135.51999999999998
1,1,1,6,1,1,1,18,14,5,12,0,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,149.51999999999998
1,1,5,11,1,1,1,13,27,10,10,0,0,0,1,0,1,19,0,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate,176.67666666666665
1,8,2,12,1,1,1,13,14,10,5,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate,176.44
1,1,4,12,1,1,1,1,1,10,10,1,0,0,1,0,1,19,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate,152.32857142857142
1,1,2,9,1,1,1,1,14,5,4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate,137.48999999999998
1,1,1,16,1,1,1,13,27,6,8,0,0,0,1,0,1,18,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled,171.99
1,1,1,15,1,1,1,22,27,9,9,0,0,0,1,0,0,18,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate,186.96142857142854
1,8,1,6,1,1,1,1,27,10,10,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,Graduate,164.7614285714286
1,8,1,5,1,1,1,23,14,8,8,1,0,0,1,0,0,18,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,144.69
1,1,3,5,1,1,1,1,28,10,8,0,0,0,1,0,1,18,0,0,6,6,6,14.333333333333334,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled,159.0533333333333
1,8,1,10,1,1,1,1,28,10,8,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,114.71999999999998
1,1,1,10,1,1,1,1,3,5,3,0,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.166666666666666,0,10.8,1.4,1.74,Graduate,124.10666666666667
1,13,1,6,1,1,1,1,28,5,10,1,0,0,1,0,1,20,0,1,2,2,2,12.0,0,1,6,11,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate,161.22333333333333
1,1,1,16,1,1,1,3,1,3,6,0,0,0,1,0,0,18,0,0,6,9,5,12.333333333333334,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled,132.17333333333335
1,8,4,5,1,1,1,1,14,5,6,1,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate,142.78000000000003
1,9,6,12,1,1,1,22,27,10,8,0,0,0,1,0,1,20,0,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,Graduate,207.5228571428572
4,14,1,14,1,1,1,22,27,10,7,0,0,0,1,0,0,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduate,226.30499999999998
1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,7,11,6,11.994444444444444,0,0,8,11,7,12.43142857142857,0,15.5,2.8,-4.06,Graduate,203.66587301587302
1,1,5,11,1,1,1,13,14,5,8,1,0,0,1,0,0,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduate,163.18999999999997
1,4,1,17,0,15,1,1,14,5,10,0,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,129.69
1,1,3,15,1,1,1,3,28,3,11,1,0,0,1,0,0,19,0,0,6,8,6,13.166666666666666,0,0,6,7,6,13.166666666666666,0,10.8,1.4,1.74,Dropout,168.27333333333337
1,1,6,12,1,1,1,2,1,5,5,1,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduate,145.14000000000001
1,1,1,12,1,1,1,1,14,10,7,1,0,0,1,0,1,20,0,0,7,8,6,12.396666666666668,0,0,8,9,7,12.94285714285714,0,11.1,0.6,2.02,Graduate,157.05952380952382
1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,15.014285714285714,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate,190.7917857142857
1,1,1,2,1,1,1,1,28,5,9,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,86.39000000000001
1,8,2,12,1,1,1,13,27,5,8,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate,189.54
1,8,3,12,1,1,1,3,3,5,6,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout,154.43999999999997
1,15,1,6,1,14,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduate,164.69
1,1,2,12,1,1,1,22,27,10,8,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate,199.04
1,1,1,12,1,1,1,13,14,6,8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.671428571428574,0,12.4,0.5,1.79,Graduate,168.06142857142856
1,1,2,12,1,1,1,1,27,5,5,1,0,0,1,0,1,19,0,0,7,7,7,12.495714285714286,0,0,8,9,7,12.242857142857144,0,11.1,0.6,2.02,Dropout,162.45857142857142
1,1,1,12,1,1,1,1,28,2,8,0,0,0,1,0,0,19,0,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,Graduate,156.6533333333333
1,12,1,14,1,9,1,1,14,2,6,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout,145.92999999999998
1,1,1,12,1,1,1,13,14,5,11,0,0,0,1,0,0,20,0,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,12.7,3.7,-1.7,Graduate,168.07142857142856
1,17,1,10,1,16,1,1,14,6,6,0,0,1,0,0,0,23,0,5,9,12,7,13.571428571428571,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout,202.6314285714286
1,1,1,5,1,1,1,13,14,8,8,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,101.24
1,12,1,3,0,1,1,22,9,10,11,0,0,0,1,0,0,27,0,0,6,8,5,11.0,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,172.88666666666666
1,1,1,12,1,1,1,13,1,5,5,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate,143.36999999999998
1,1,1,16,1,1,1,13,1,6,11,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled,144.82999999999998
1,4,1,3,0,15,1,13,1,6,11,1,0,1,0,0,0,23,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout,199.015
1,1,6,12,1,1,1,23,27,6,7,1,0,0,1,0,1,19,0,0,7,7,6,13.416666666666666,0,0,7,7,6,13.416666666666666,0,7.6,2.6,0.32,Graduate,185.3533333333333
